Ticket ID,Date Created,Issue,State,Zip
5583674,2022-07-05,Equipment,AR,72857.0
5396927,2022-04-03,Interference,OK,73072.0
5201228,2021-12-20,Unwanted Calls,CA,94530.0
5207837,2021-12-24,Availability,MA,2169.0
5208361,2021-12-25,Unwanted Calls,AR,72701.0
5423412,2022-04-15,Unwanted Calls,NY,14086.0
5201667,2021-12-20,Unwanted Calls,TX,76022.0
5207853,2021-12-24,Billing,CA,93505.0
5207935,2021-12-24,Unwanted Calls,GA,30115.0
4953118,2021-08-10,Availability,TX,75602.0
5429641,2022-04-19,Unwanted Calls,MN,55408.0
5208131,2021-12-24,Speed,PA,17536.0
5200776,2021-12-20,Unwanted Calls,MN,55379.0
5201473,2021-12-20,Unwanted Calls,FL,32507.0
4923718,2021-07-27,Billing,IL,60586.0
5208138,2021-12-24,Unwanted Calls,NC,27834.0
4894347,2021-07-11,Availability,MI,48446.0
4949003,2021-08-08,Unwanted Calls,OH,44044.0
5604926,2022-07-15,Speed,FL,32094.0
4853699,2021-06-21,Billing,GA,30054.0
5202003,2021-12-21,Equipment,IA,52722.0
5427742,2022-04-18,Billing,MI,49504.0
4896591,2021-07-12,Billing,KY,41101.0
5396060,2022-04-02,Availability,LA,70737.0
5208262,2021-12-24,Unwanted Calls,ID,83603.0
4932623,2021-07-30,Availability,GA,30215.0
5207966,2021-12-24,Availability,FL,33316.0
4948803,2021-08-08,Unwanted Calls,FL,33616.0
5430428,2022-04-19,Availability,PR,627.0
5430574,2022-04-19,Availability,CA,92154.0
5580672,2022-07-02,Speed,LA,70560.0
5396575,2022-04-02,Interference,WV,25901.0
5430224,2022-04-19,Unwanted Calls,GA,30122.0
5584838,2022-07-05,Billing,LA,70806.0
5583095,2022-07-04,Availability,NY,10520.0
5208182,2021-12-24,Unwanted Calls,FL,33455.0
5208296,2021-12-25,Loud Commercials,FL,32566.0
5396870,2022-04-03,Unwanted Calls,OH,44512.0
4958071,2021-08-12,Equipment,MA,2130.0
4893646,2021-07-10,Interference,FL,32966.0
5208247,2021-12-24,Availability (including rural call completion),NY,10014.0
5207950,2021-12-24,Unwanted Calls,FL,33760.0
5395826,2022-04-02,Unwanted Calls,IN,46229.0
4932313,2021-07-30,Availability,WV,25314.0
5201434,2021-12-20,Unwanted Calls,IL,60712.0
4946228,2021-08-06,Billing,PA,16101.0
4884071,2021-07-06,Speed,TX,75032.0
5208083,2021-12-24,Billing,AZ,85295.0
5207868,2021-12-24,Privacy,CO,80204.0
4916647,2021-07-22,Billing,NY,12302.0
5208349,2021-12-25,Billing,CA,92804.0
4781322,2021-05-16,Closed Captioning on TV,CT,6415.0
5381797,2022-03-29,Unwanted Calls,CA,93933.0
4956534,2021-08-12,Availability,NJ,7826.0
5207855,2021-12-24,Availability (including rural call completion),CA,95037.0
5207737,2021-12-24,Loud Commercials,WA,98312.0
5207850,2021-12-24,Equipment,NY,13204.0
5208158,2021-12-24,Unwanted Calls,CA,92336.0
5383076,2022-03-29,Unwanted Calls,CA,92116.0
5396893,2022-04-03,Speed,AR,72315.0
5396596,2022-04-02,Unwanted Calls,CO,80922.0
5396491,2022-04-02,Availability,TX,77868.0
5396582,2022-04-02,Pirate Radio,CA,93619.0
5584266,2022-07-05,Unwanted Calls,TN,37138.0
5584085,2022-07-05,Unwanted Calls,IL,60175.0
4958479,2021-08-12,Availability (including rural call completion),MI,48135.0
5207843,2021-12-24,Interference (including signal jammers),MI,48618.0
5396950,2022-04-03,Billing,WA,98144.0
5207746,2021-12-24,Unwanted Calls,OR,97219.0
5207728,2021-12-24,Number Portability (keeping your number if you change providers),IN,46530.0
4957843,2021-08-12,Unwanted Calls,IN,46802.0
4893892,2021-07-10,Billing,CA,92122.0
5201788,2021-12-20,Unwanted Calls,KY,40206.0
4946164,2021-08-06,Billing,NY,11219.0
5208274,2021-12-24,Equipment,WA,98122.0
5208126,2021-12-24,Unwanted Calls,IL,61727.0
5383925,2022-03-29,Unwanted Calls,TX,75835.0
4915302,2021-07-22,Billing,FL,32621.0
5208000,2021-12-24,Unwanted Calls,NM,87571.0
5580429,2022-07-01,Unwanted Calls,WA,99206.0
5207946,2021-12-24,Commercials/Promotions,OH,45344.0
4958518,2021-08-12,Closed Captioning over the Internet,NV,89117.0
4841361,2021-06-14,Billing,NV,89052.0
4957331,2021-08-12,Availability,HI,96760.0
5207959,2021-12-24,Unwanted Calls,NY,14221.0
5208152,2021-12-24,Billing,MO,63131.0
5208276,2021-12-24,Availability,NJ,7034.0
4880031,2021-07-02,Availability (including rural call completion),WA,98606.0
5383904,2022-03-29,Unwanted Calls,CA,94702.0
5384129,2022-03-29,Unwanted Calls,CA,93277.0
5396499,2022-04-02,Unwanted Calls,FL,33418.0
5384771,2022-03-30,Unwanted Calls,CA,92116.0
5578384,2022-07-01,Unwanted Calls,OH,45202.0
5385089,2022-03-30,Unwanted Calls,CA,93711.0
5584640,2022-07-05,Unwanted Calls,GA,30268.0
4954836,2021-08-11,Privacy,AZ,85003.0
5207812,2021-12-24,Billing,PA,19567.0
5381701,2022-03-29,Unwanted Calls,GA,30341.0
4951467,2021-08-09,Billing,AL,36067.0
5202028,2021-12-21,Unwanted Calls,CA,90278.0
4958253,2021-08-12,Availability (including rural call completion),CO,80919.0
5396380,2022-04-02,Pirate Radio,CA,90650.0
5208061,2021-12-24,Unwanted Calls,WI,54313.0
5381387,2022-03-29,Unwanted Calls,VA,22207.0
4958765,2021-08-13,Unwanted Calls,TX,78231.0
5207940,2021-12-24,Availability (including rural call completion),NC,27909.0
5201623,2021-12-20,Unwanted Calls,TX,75232.0
4958645,2021-08-12,Number Portability (keeping your number if you change providers),MN,55044.0
5200430,2021-12-20,Unwanted Calls,WV,25443.0
5208212,2021-12-24,Unwanted Calls,IL,60660.0
5383275,2022-03-29,Unwanted Calls,LA,70760.0
4956409,2021-08-12,Indecency,IN,47348.0
4902628,2021-07-15,Availability,AZ,85142.0
5578825,2022-07-01,Unwanted Calls,GA,30076.0
5208031,2021-12-24,Billing,OH,44705.0
4946090,2021-08-06,Billing,WV,25651.0
5208265,2021-12-24,Unwanted Calls,IL,62901.0
5384399,2022-03-29,Unwanted Calls,OH,44691.0
5208010,2021-12-24,Unwanted Calls,TN,37091.0
5385087,2022-03-30,Unwanted Calls,CA,94501.0
4836130,2021-06-11,Billing,MD,21212.0
5395887,2022-04-02,Billing,PA,19380.0
5396077,2022-04-02,Availability,TX,77868.0
5207833,2021-12-24,Interference,MA,1258.0
5584000,2022-07-05,Unwanted Calls,WA,98040.0
5281563,2022-02-03,Availability,NY,11955.0
4951770,2021-08-10,Billing,OR,97206.0
5208204,2021-12-24,Billing,NJ,7111.0
5200564,2021-12-20,Unwanted Calls,GA,30705.0
5200408,2021-12-20,Unwanted Calls,MS,39046.0
5201388,2021-12-20,Unwanted Calls,OR,97405.0
4958727,2021-08-12,Unwanted Calls,TX,75093.0
5281816,2022-02-04,Speed,VA,23833.0
4957095,2021-08-12,Unwanted Calls,MS,39110.0
5201590,2021-12-20,Unwanted Calls,MD,21403.0
5201158,2021-12-20,Unwanted Calls,FL,32608.0
5207961,2021-12-24,Equipment,TX,79109.0
5208009,2021-12-24,Privacy,GA,31768.0
5396310,2022-04-02,Availability,TX,77873.0
5207758,2021-12-24,Loud Commercials,NY,11236.0
4871365,2021-06-29,Availability (including rural call completion),TX,77388.0
5396911,2022-04-03,Speed,OR,97478.0
5207995,2021-12-24,Unwanted Calls,GA,30241.0
4890084,2021-07-08,Billing,IL,60062.0
5281618,2022-02-03,Unwanted Calls,GA,30269.0
4948670,2021-08-08,Unwanted Calls,KY,40517.0
5281656,2022-02-03,Unwanted Calls,WA,98077.0
5383375,2022-03-29,Unwanted Calls,CA,94062.0
4882447,2021-07-05,Billing,CA,93446.0
4902253,2021-07-14,Speed,AZ,85210.0
5396514,2022-04-02,Unwanted Calls,WA,98683.0
5429869,2022-04-19,Availability,FL,32209.0
5207789,2021-12-24,Billing,CA,93065.0
5280009,2022-02-03,Interference,MN,55119.0
5280554,2022-02-03,Billing,VA,24017.0
5396266,2022-04-02,Unwanted Calls,AL,35215.0
5928044,2022-12-21,Unwanted Calls,CO,80905.0
4956777,2021-08-12,Unwanted Calls,NC,27858.0
5207730,2021-12-24,Equipment,WA,98802.0
4958519,2021-08-12,Unwanted Calls,NJ,8046.0
5381211,2022-03-29,Unwanted Calls,CA,94550.0
5202008,2021-12-21,Unwanted Calls,MA,2476.0
5207757,2021-12-24,Availability,KY,40391.0
5201254,2021-12-20,Unwanted Calls,OH,44060.0
5207943,2021-12-24,Unwanted Calls,CA,92869.0
5396919,2022-04-03,Unwanted Calls,NC,28723.0
4893171,2021-07-09,Billing,LA,70525.0
5396412,2022-04-02,Unwanted Calls,UT,84604.0
5208078,2021-12-24,Unwanted Calls,TX,75093.0
4949006,2021-08-08,Availability (including rural call completion),WA,98368.0
5396218,2022-04-02,Speed,IL,60653.0
4956783,2021-08-12,Billing,NC,28269.0
5207799,2021-12-24,Billing,PA,19403.0
5208253,2021-12-24,Unwanted Calls,AL,35150.0
4896883,2021-07-12,Billing,NJ,8724.0
5383806,2022-03-29,Unwanted Calls,ME,4103.0
4949102,2021-08-08,Unwanted Calls,IL,60617.0
5580064,2022-07-01,Availability (including rural call completion),NH,3755.0
5207931,2021-12-24,Unwanted Calls,CA,92501.0
4882011,2021-07-04,Availability (including rural call completion),FL,32763.0
5208166,2021-12-24,Availability (including rural call completion),CA,94306.0
5207840,2021-12-24,Unwanted Calls,GA,30066.0
5396158,2022-04-02,Availability,TX,77830.0
5396568,2022-04-02,Pirate Radio,CA,93619.0
5396710,2022-04-02,Unwanted Calls,OR,97229.0
5585553,2022-07-06,Unwanted Calls,AZ,85711.0
5207795,2021-12-24,Unwanted Calls,CA,95129.0
4885171,2021-07-06,Equipment,FL,33071.0
5208197,2021-12-24,Unwanted Calls,CA,95834.0
5200459,2021-12-20,Unwanted Calls,MI,48750.0
5382283,2022-03-29,Unwanted Calls,TX,78248.0
5279859,2022-02-03,Availability (including rural call completion),PA,18851.0
5200453,2021-12-20,Unwanted Calls,MI,48750.0
5279767,2022-02-03,Equipment,AL,36109.0
4957625,2021-08-12,Unwanted Calls,IL,61088.0
4843624,2021-06-15,Equipment,OH,44202.0
5202072,2021-12-21,Unwanted Calls,CO,80132.0
5207724,2021-12-24,Speed,OH,43207.0
5208329,2021-12-25,Interference,IL,60546.0
5281547,2022-02-03,Interference,TX,77302.0
5280270,2022-02-03,Billing,GA,30336.0
4957011,2021-08-12,Privacy,IN,46219.0
5280955,2022-02-03,Unwanted Calls,NH,3868.0
5208017,2021-12-24,Billing,PA,16803.0
4850305,2021-06-18,Equipment,FL,33301.0
4922989,2021-07-26,Equipment,FL,32323.0
4917999,2021-07-23,Billing,NY,13037.0
4851838,2021-06-18,Interference,NJ,7419.0
5383983,2022-03-29,Unwanted Calls,NY,14620.0
5280020,2022-02-03,Unwanted Calls,MT,59632.0
5579715,2022-07-01,Unwanted Calls,NY,11901.0
5396616,2022-04-02,Loud Commercials,TX,75225.0
5584125,2022-07-05,Unwanted Calls,IL,60175.0
5281697,2022-02-04,Unwanted Calls,MD,21104.0
5280739,2022-02-03,Billing,LA,71118.0
5395973,2022-04-02,Unwanted Calls,NJ,8085.0
5602922,2022-07-14,Unwanted Calls,OR,97214.0
5281607,2022-02-03,Privacy,GA,30350.0
5281338,2022-02-03,Unwanted Calls,MA,2184.0
5208018,2021-12-24,Cramming (unauthorized charges on your phone bill),LA,70158.0
4956499,2021-08-12,Unwanted Calls,CA,90807.0
5281660,2022-02-03,Billing,NC,28711.0
4957387,2021-08-12,Unwanted Calls,CA,95648.0
5381937,2022-03-29,Unwanted Calls,VT,5827.0
6044247,2023-02-20,Unwanted Calls,PA,19335.0
5207977,2021-12-24,Unwanted Calls,TX,76537.0
5281303,2022-02-03,Unwanted Calls,AZ,85070.0
5208215,2021-12-24,Availability (including rural call completion),ME,57747.0
5271861,2022-01-30,Unwanted Calls,TN,37013.0
5279741,2022-02-03,Loud Commercials,CA,91941.0
4923878,2021-07-27,Privacy,CT,6830.0
5271958,2022-01-30,Unwanted Calls,IN,46260.0
4949033,2021-08-08,Availability,WA,98513.0
5382024,2022-03-29,Unwanted Calls,IL,61727.0
5383255,2022-03-29,Unwanted Calls,MI,48023.0
4876036,2021-06-30,Equipment,TX,78801.0
5208286,2021-12-25,Availability,WY,83001.0
4956239,2021-08-11,Availability,NM,87506.0
5281351,2022-02-03,Billing,NC,27834.0
4867765,2021-06-27,Billing,MI,48813.0
4910164,2021-07-19,Billing,NY,11205.0
5278143,2022-02-02,Billing,CA,91942.0
5396425,2022-04-02,Availability,TX,77876.0
5281899,2022-02-04,Availability,OR,97504.0
5395837,2022-04-02,Availability,OK,74834.0
5280251,2022-02-03,Billing,NY,11368.0
5585460,2022-07-05,Unwanted Calls,MI,49664.0
5585155,2022-07-05,Speed,LA,70560.0
4957003,2021-08-12,Equipment,SC,29851.0
5292043,2022-02-09,Unwanted Calls,AZ,85286.0
4957851,2021-08-12,Unwanted Calls,AL,36526.0
5291928,2022-02-09,Billing,TX,77002.0
5207877,2021-12-24,Unwanted Calls,FL,34446.0
4958552,2021-08-12,Unwanted Calls,UT,84790.0
5207884,2021-12-24,Unwanted Calls,IL,60542.0
5281159,2022-02-03,Unwanted Calls,OH,44224.0
5396762,2022-04-03,Number Portability (keeping your number if you change providers),CA,92167.0
5207987,2021-12-24,Equipment,CA,92683.0
5291432,2022-02-09,Billing,NY,14303.0
5289261,2022-02-08,Availability (including rural call completion),CA,92612.0
4878111,2021-07-01,Cramming (unauthorized charges on your phone bill),NY,10506.0
4939806,2021-08-03,Availability (including rural call completion),LA,70377.0
5280016,2022-02-03,Unwanted Calls,MI,48334.0
5291580,2022-02-09,Unwanted Calls,CA,93230.0
5280046,2022-02-03,Unwanted Calls,VA,23112.0
4957345,2021-08-12,Billing,CA,91762.0
4955809,2021-08-11,Equipment,OH,44202.0
5381164,2022-03-29,Unwanted Calls,WA,98382.0
5279800,2022-02-03,Availability (including rural call completion),AL,35951.0
5280123,2022-02-03,Equipment,NJ,7059.0
5279280,2022-02-02,Availability (including rural call completion),CA,90604.0
5396736,2022-04-02,Availability,MS,38637.0
5280805,2022-02-03,Availability (including rural call completion),GA,30263.0
5291098,2022-02-09,Billing,TX,75218.0
5289010,2022-02-08,Availability,LA,71046.0
5585729,2022-07-06,Availability,NC,28609.0
5585326,2022-07-05,Unwanted Calls,KY,40272.0
4958784,2021-08-13,Unwanted Calls,TX,78231.0
5208023,2021-12-24,Availability (including rural call completion),MS,38865.0
5207805,2021-12-24,Other,LA,70591.0
5208173,2021-12-24,Billing,AZ,85201.0
5396956,2022-04-03,Availability,TX,77830.0
5383921,2022-03-29,Unwanted Calls,FL,33602.0
5384577,2022-03-30,Unwanted Calls,WA,98292.0
5396383,2022-04-02,Unwanted Calls,MD,21202.0
4905958,2021-07-16,Billing,ID,83660.0
5383763,2022-03-29,Unwanted Calls,FL,34985.0
4893782,2021-07-10,Billing,NY,11726.0
5208151,2021-12-24,Unwanted Calls,CA,92104.0
4895005,2021-07-12,Number Portability (keeping your number if you change providers),MO,63177.0
5382568,2022-03-29,Unwanted Calls,MA,1720.0
5208188,2021-12-24,Telecommunications Relay Service (TRS),OR,97405.0
4897749,2021-07-13,Availability (including rural call completion),TX,75115.0
5396056,2022-04-02,Number Portability (keeping your number if you change providers),NY,10579.0
4893906,2021-07-10,Availability,FL,34237.0
5207972,2021-12-24,Unwanted Calls,CT,6790.0
4958355,2021-08-12,Tower,TX,76470.0
4848191,2021-06-17,Billing,VA,24065.0
5208159,2021-12-24,Unwanted Calls,SC,29223.0
5208076,2021-12-24,Unwanted Calls,MA,1720.0
5207892,2021-12-24,Unwanted Calls,NY,11354.0
5396188,2022-04-02,Availability,TX,77830.0
5585331,2022-07-05,Unwanted Calls,KY,40272.0
5583271,2022-07-05,Billing,NC,27612.0
4934037,2021-07-30,Availability,MD,21774.0
4899372,2021-07-13,Billing,CA,90015.0
4957278,2021-08-12,Availability (including rural call completion),MT,59457.0
4958502,2021-08-12,Unwanted Calls,TX,79124.0
5201777,2021-12-20,Unwanted Calls,KY,40206.0
4956631,2021-08-12,Unwanted Calls,GA,30268.0
5280585,2022-02-03,Unwanted Calls,IL,60542.0
5208048,2021-12-24,Unwanted Calls,TX,77471.0
5381249,2022-03-29,Unwanted Calls,NY,10002.0
5207938,2021-12-24,Unwanted Calls,CA,92869.0
5207879,2021-12-24,Equipment,CA,92242.0
5208236,2021-12-24,Unwanted Calls,MO,63105.0
4893694,2021-07-10,Billing,WI,53562.0
5207895,2021-12-24,Unwanted Calls,CA,90026.0
5396458,2022-04-02,Billing,FL,34711.0
4896685,2021-07-12,Availability,CA,
4881126,2021-07-03,Equipment,NV,89014.0
5281653,2022-02-03,Billing,TX,76258.0
4901024,2021-07-14,Availability (including rural call completion),WI,54481.0
5280946,2022-02-03,Availability (including rural call completion),WI,53558.0
5208375,2021-12-25,Number Portability (keeping your number if you change providers),KY,42129.0
5280401,2022-02-03,Unwanted Calls,NE,68137.0
5382761,2022-03-29,Unwanted Calls,NM,87110.0
5279909,2022-02-03,Billing,NY,12533.0
5280517,2022-02-03,Unwanted Calls,NY,11766.0
5395847,2022-04-02,Unwanted Calls,MA,2136.0
5580243,2022-07-01,Unwanted Calls,OH,45231.0
5279802,2022-02-03,Equipment,AZ,85234.0
5395946,2022-04-02,Availability,OR,97420.0
5585445,2022-07-05,Unwanted Calls,WA,99337.0
4957667,2021-08-12,Unwanted Calls,MD,21074.0
5207767,2021-12-24,Billing,NY,13903.0
4958615,2021-08-12,Unwanted Calls,FL,33025.0
5200332,2021-12-20,Unwanted Calls,TN,37027.0
5207894,2021-12-24,Unwanted Calls,OR,97914.0
4919982,2021-07-24,Interference,CA,95823.0
4939716,2021-08-03,Billing,OR,97338.0
5279873,2022-02-03,Availability,MN,55356.0
4897235,2021-07-12,Availability,FL,34476.0
4891749,2021-07-09,Equipment,FL,32765.0
5208299,2021-12-25,Availability (including rural call completion),CA,92124.0
5396519,2022-04-02,Number Portability (keeping your number if you change providers),NH,3051.0
5207794,2021-12-24,Number Portability (keeping your number if you change providers),FL,33952.0
5236291,2022-01-12,Equipment,PA,15021.0
5208278,2021-12-24,Unwanted Calls,CA,92082.0
5396987,2022-04-03,Unwanted Calls,CA,92130.0
4887913,2021-07-07,Billing,NJ,7079.0
4957380,2021-08-12,Availability (including rural call completion),MI,49286.0
5396022,2022-04-02,Unwanted Calls,NY,10463.0
5396623,2022-04-02,Billing,DE,19904.0
5585639,2022-07-06,Equipment,PA,15147.0
5279760,2022-02-03,Unwanted Calls,CA,92553.0
5281075,2022-02-03,Unwanted Calls,WA,98077.0
5396150,2022-04-02,Availability,NC,28761.0
5396731,2022-04-02,Availability,CA,91501.0
5208170,2021-12-24,Billing,NY,11211.0
5280508,2022-02-03,Unwanted Calls,FL,33549.0
5584216,2022-07-05,Unwanted Calls,CO,80120.0
5200911,2021-12-20,Unwanted Calls,CA,91912.0
5207796,2021-12-24,Unwanted Calls,CA,95129.0
5280208,2022-02-03,Unwanted Calls,CA,94587.0
5290895,2022-02-09,Availability (including rural call completion),NY,11218.0
5281518,2022-02-03,Unwanted Calls,VA,22920.0
5208341,2021-12-25,Unwanted Calls,NY,13206.0
5384352,2022-03-29,Unwanted Calls,CA,94110.0
5208079,2021-12-24,Availability (including rural call completion),UT,84128.0
5381364,2022-03-29,Unwanted Calls,NY,14414.0
4939440,2021-08-03,Equipment,NY,12180.0
5208183,2021-12-24,Billing,GA,30004.0
5284538,2022-02-05,Unwanted Calls,MD,20854.0
4897745,2021-07-13,Billing,CA,90027.0
4839196,2021-06-13,Interference,GA,30906.0
4902480,2021-07-15,Speed,LA,70125.0
4805789,2021-05-27,Closed Captioning over the Internet,MA,1860.0
5280612,2022-02-03,Unwanted Calls,PA,18661.0
4889359,2021-07-08,Equipment,PR,924.0
5208283,2021-12-25,Number Portability (keeping your number if you change providers),DE,19713.0
4827741,2021-06-08,Availability,PA,18501.0
4954965,2021-08-11,Privacy,CA,91411.0
5383435,2022-03-29,Unwanted Calls,MO,65804.0
4865882,2021-06-25,Billing,CA,95409.0
5396335,2022-04-02,Unwanted Calls,IN,47933.0
5581710,2022-07-03,Availability (including rural call completion),FL,34953.0
5291308,2022-02-09,Unwanted Calls,NY,11050.0
5292238,2022-02-09,Unwanted Calls,OR,97368.0
5291338,2022-02-09,Unwanted Calls,NY,11050.0
5291414,2022-02-09,Unwanted Calls,KY,42452.0
5396115,2022-04-02,Unwanted Calls,VA,20194.0
5074505,2021-10-10,Availability,NC,28604.0
5074384,2021-10-10,Unwanted Calls,OR,97034.0
4958584,2021-08-12,Unwanted Calls,CA,94306.0
5383607,2022-03-29,Unwanted Calls,FL,33414.0
4958096,2021-08-12,Unwanted Calls,NC,27513.0
4939959,2021-08-03,Billing,OH,44128.0
5207954,2021-12-24,Billing,KY,41169.0
5074752,2021-10-10,Billing,WA,98115.0
5383598,2022-03-29,Unwanted Calls,VA,20171.0
4921467,2021-07-26,Equipment,NJ,8205.0
5208223,2021-12-24,Unwanted Calls,MS,39367.0
4958140,2021-08-12,Unwanted Calls,AZ,85614.0
5071424,2021-10-08,Availability,IA,50010.0
5384721,2022-03-30,Unwanted Calls,GA,30019.0
4876984,2021-07-01,Billing,NY,10473.0
5074843,2021-10-10,Availability (including rural call completion),WI,53527.0
5207831,2021-12-24,Privacy,PA,18210.0
5099452,2021-10-23,Unwanted Calls,TN,37167.0
4895939,2021-07-12,Billing,AR,92373.0
4894303,2021-07-11,Loud Commercials,MI,48371.0
5207936,2021-12-24,Unwanted Calls,WI,53154.0
5384389,2022-03-29,Unwanted Calls,NY,11763.0
5066694,2021-10-06,Unwanted Calls,TX,75248.0
5098438,2021-10-22,Number Portability (keeping your number if you change providers),AK,99835.0
5068398,2021-10-06,Unwanted Calls,NC,27513.0
5097348,2021-10-22,Unwanted Calls,WA,98362.0
4955765,2021-08-11,Speed,NJ,8830.0
5585296,2022-07-05,Unwanted Calls,CA,95444.0
5098709,2021-10-22,Unwanted Calls,GA,31606.0
5067733,2021-10-06,Junk Faxes,TX,77081.0
5099195,2021-10-22,Unwanted Calls,MA,1720.0
5068419,2021-10-06,Junk Faxes,MI,48346.0
5281936,2022-02-04,Billing,CO,80904.0
4957108,2021-08-12,Unwanted Calls,MS,38863.0
5207744,2021-12-24,Privacy,CA,92407.0
5280939,2022-02-03,Privacy,NY,11432.0
5207720,2021-12-24,Interference,KY,41653.0
4938271,2021-08-03,Availability,NJ,8827.0
5280509,2022-02-03,Unwanted Calls,NY,11763.0
5208107,2021-12-24,Unwanted Calls,TX,79415.0
5208162,2021-12-24,Unwanted Calls,NM,87571.0
5206996,2021-12-23,Billing,MD,21784.0
4882145,2021-07-04,Billing,CA,95616.0
5291840,2022-02-09,Number Portability (keeping your number if you change providers),CA,91402.0
4935862,2021-08-02,Availability,TX,79407.0
5281598,2022-02-03,Unwanted Calls,PA,19446.0
4957974,2021-08-12,Slamming (change of your carrier without permission),MI,48911.0
4886425,2021-07-07,Billing,NJ,8085.0
5381716,2022-03-29,Unwanted Calls,NC,28584.0
5381184,2022-03-29,Unwanted Calls,CA,94133.0
5381630,2022-03-29,Unwanted Calls,MA,1720.0
5281577,2022-02-03,Unwanted Calls,SD,57702.0
4897244,2021-07-12,Closed Captioning on TV,CA,95662.0
4948961,2021-08-08,Unwanted Calls,KY,40601.0
5290747,2022-02-09,Billing,NC,28301.0
5236901,2022-01-12,Billing,NY,10031.0
5281714,2022-02-04,Unwanted Calls,CA,94118.0
5292554,2022-02-10,Unwanted Calls,CA,92116.0
5231825,2022-01-10,Billing,FL,32940.0
5280275,2022-02-03,Speed,TX,75075.0
5281038,2022-02-03,Availability,FL,33009.0
5276108,2022-02-01,Availability,GA,30542.0
5386395,2022-03-30,Billing,VA,23666.0
5585005,2022-07-05,Unwanted Calls,GA,30187.0
4955178,2021-08-11,Availability,GA,30523.0
4891327,2021-07-09,Billing,IN,47130.0
4957719,2021-08-12,Unwanted Calls,TX,75180.0
4954864,2021-08-11,Billing,NY,12018.0
5382453,2022-03-29,Unwanted Calls,GA,30223.0
4957749,2021-08-12,Unwanted Calls,NY,10989.0
5203647,2021-12-21,Unwanted Calls,ID,83686.0
5202284,2021-12-21,Unwanted Calls,TX,77346.0
4950754,2021-08-09,Billing,CA,92679.0
5208497,2021-12-25,Unwanted Calls,CA,90026.0
4896508,2021-07-12,Billing,IN,47040.0
4958819,2021-08-13,Unwanted Calls,GA,30078.0
5208423,2021-12-25,Number Portability (keeping your number if you change providers),CA,92614.0
5381238,2022-03-29,Unwanted Calls,TX,75473.0
5208503,2021-12-25,Unwanted Calls,ND,58078.0
5208720,2021-12-26,Number Portability (keeping your number if you change providers),IN,47438.0
5396040,2022-04-02,Number Portability (keeping your number if you change providers),GA,30152.0
5208532,2021-12-25,Unwanted Calls,CA,95482.0
5395851,2022-04-02,Unwanted Calls,GA,31820.0
5208623,2021-12-25,Indecency,PR,959.0
5208626,2021-12-25,Unwanted Calls,NJ,7011.0
5208392,2021-12-25,Privacy,IN,46250.0
5208703,2021-12-26,Billing,WA,85749.0
5208590,2021-12-25,Unwanted Calls,MA,1606.0
5396978,2022-04-03,Availability,TX,77868.0
5281794,2022-02-04,Availability (including rural call completion),IL,60430.0
6928450,2024-03-29,Unwanted Calls,MI,48085.0
5208422,2021-12-25,Billing,MN,55119.0
4957296,2021-08-12,Interference,AZ,85382.0
5208737,2021-12-26,Number Portability (keeping your number if you change providers),VA,20147.0
5208413,2021-12-25,Unwanted Calls,CA,95129.0
4836555,2021-06-11,Billing,MN,55104.0
5208670,2021-12-25,Indecency,PA,19468.0
5208686,2021-12-25,Number Portability (keeping your number if you change providers),GA,30276.0
5208580,2021-12-25,Unwanted Calls,TX,76054.0
5583372,2022-07-05,Speed,LA,70560.0
5395822,2022-04-02,Loud Commercials,IL,61761.0
5208564,2021-12-25,Unwanted Calls,TX,76109.0
4143947,2020-08-09,Speed,AZ,85233.0
5203824,2021-12-21,Unwanted Calls,SC,29669.0
5382571,2022-03-29,Unwanted Calls,WI,53228.0
5208493,2021-12-25,Unwanted Calls,NY,11221.0
5208429,2021-12-25,Availability,FL,33905.0
4866114,2021-06-25,Billing,TX,77074.0
5585190,2022-07-05,Billing,VA,23503.0
4956935,2021-08-12,Indecency,GA,30307.0
4851604,2021-06-18,Closed Captioning on TV,GA,30605.0
4956571,2021-08-12,Privacy,NY,14610.0
4911117,2021-07-20,Billing,IN,47906.0
5396785,2022-04-03,Availability,TX,77868.0
5208390,2021-12-25,Availability (including rural call completion),MN,55240.0
4951939,2021-08-10,Billing,FL,34476.0
5395939,2022-04-02,Unwanted Calls,CA,95831.0
5396509,2022-04-02,Billing,MS,39046.0
5585027,2022-07-05,Unwanted Calls,NC,27704.0
5584469,2022-07-05,Billing,IN,47660.0
5583931,2022-07-05,Unwanted Calls,NJ,7869.0
5208702,2021-12-26,Billing,CA,95136.0
4945598,2021-08-06,Availability (including rural call completion),NY,12180.0
4956335,2021-08-12,Billing,CA,95821.0
4957612,2021-08-12,Billing,NY,14218.0
5208589,2021-12-25,Availability,WI,53142.0
5208518,2021-12-25,Availability,PA,16611.0
4954547,2021-08-11,Availability (including rural call completion),WI,53714.0
5579989,2022-07-01,Unwanted Calls,MO,65804.0
5208660,2021-12-25,Unwanted Calls,LA,71119.0
4956286,2021-08-12,Availability,NY,11215.0
5202520,2021-12-21,Unwanted Calls,DC,20010.0
5203294,2021-12-21,Unwanted Calls,FL,32257.0
5202393,2021-12-21,Loud Commercials,MI,49203.0
5203157,2021-12-21,Unwanted Calls,PA,15120.0
